,Sport,Date,Competition,Description
2419,IceHockey,21-Dec 16:00,Poland Hockey League,Ciarko PBS Bank Sanok v Nesta Karawela Torun
2420,IceHockey,21-Dec 16:00,Germany DEL 2,SC Bietigheim Steelers v Lausitzer Fuchse
2421,IceHockey,21-Dec 16:00,Switzerland NLB,La Chaux Fonds v Basel
2422,IceHockey,21-Dec 16:00,Great Britain Elite League,Nottingham Panthers v Guildford Flames
2423,IceHockey,21-Dec 16:30,Switzerland NLB,EHC Olten v GCK Lions
2424,IceHockey,21-Dec 16:30,Austria OEL,HC TWK Innsbruck v Villach
2425,IceHockey,21-Dec 16:30,Slovakia Extraliga,HK Nitra v HC 05 Ban Bystrica
2426,IceHockey,21-Dec 16:40,Hungary Erste Liga,MAC Budapest v Gyergyoi HK
2427,IceHockey,21-Dec 17:00,Austria OEL,Valpusteria v UPC Vienna Capitals
2428,IceHockey,21-Dec 17:00,Hungary Erste Liga,DVTK Jegesmedvek v Ujpest TE
2429,IceHockey,21-Dec 17:00,Poland Hockey League,Polonia Bytom v Unia Oswiecim
2430,IceHockey,21-Dec 17:00,Great Britain Elite League,Belfast Giants v Dundee Stars
2431,IceHockey,21-Dec 17:00,France Ligue Magnus,Rouen Dragons v Marseille
2432,IceHockey,21-Dec 17:00,PWHL,New York Sirens Women v Toronto Sceptres Women
2433,IceHockey,21-Dec 17:30,Germany DEL 2,EC Bad Nauheim v Kassel Huskies
2434,IceHockey,21-Dec 17:30,France Ligue Magnus,Bordeaux Boxers v Grenoble
2435,IceHockey,21-Dec 17:30,Great Britain Elite League,Manchester Storm v Cardiff Devils
2436,IceHockey,21-Dec 17:30,Germany DEL 2,EC Bad Nauheim v Kassel Huskies
2437,IceHockey,21-Dec 17:30,Great Britain Elite League,Coventry Blaze v Sheffield Steelers
2438,IceHockey,21-Dec 17:30,Hungary Erste Liga,DEAC v HSC Csikszereda
2439,IceHockey,21-Dec 17:30,France Ligue Magnus,GAP v HC Amiens
2440,IceHockey,21-Dec 17:30,Germany DEL 2,Weiden v Ravensburg Towerstars
2441,IceHockey,21-Dec 18:00,France Ligue Magnus,Anglet Hormadi Elite v Nice Aigles
2442,IceHockey,21-Dec 18:00,Germany DEL,Eisbaren Berlin v Kolner Haie
2443,IceHockey,21-Dec 18:05,US NHL,Washington Capitals @ Detroit Red Wings
2444,IceHockey,21-Dec 19:00,PWHL,Minnesota Frost Women v Ottawa Charge Women
2445,IceHockey,21-Dec 19:05,France Ligue Magnus,Chamonix v Briancon
2446,IceHockey,21-Dec 20:00,AHL,Rockford IceHogs @ Manitoba Moose
2447,IceHockey,21-Dec 20:00,AHL,Toronto Marlies @ Belleville Senators
2448,IceHockey,21-Dec 20:00,US ECHL,Norfolk Admirals @ Adirondack Thunder
2449,IceHockey,21-Dec 20:00,US ECHL,Florida Everblades @ Savannah Ghost Pirates
2450,IceHockey,21-Dec 20:05,US ECHL,Orlando Solar Bears @ South Carolina Stingrays
2451,IceHockey,21-Dec 20:05,AHL,Hershey Bears @ Wilkes-Barre/Scranton Penguins
2452,IceHockey,21-Dec 20:10,US ECHL,Greenville Swamp Rabbits @ Atlanta Gladiators
2453,IceHockey,21-Dec 21:00,AHL,Springfield Thunderbirds @ Charlotte Checkers
2454,IceHockey,21-Dec 21:00,AHL,Cleveland Monsters @ Grand Rapids Griffins
2455,IceHockey,21-Dec 21:00,AHL,San Diego Gulls @ Calgary Wranglers
2456,IceHockey,21-Dec 21:05,US ECHL,Utah Grizzlies @ Tulsa Oilers
2457,IceHockey,21-Dec 22:00,PWHL,Seattle Torrent Women v Boston Fleet Women
2458,IceHockey,21-Dec 22:05,AHL,Henderson Silver Knights @ Colorado Eagles
2459,IceHockey,21-Dec 22:05,US ECHL,Allen Americans @ Kansas City Mavericks
2460,IceHockey,21-Dec 23:00,AHL,San Jose Barracuda @ Ontario Reign
2461,IceHockey,21-Dec 23:05,US NHL,Colorado Avalanche @ Minnesota Wild
2462,IceHockey,22-Dec 00:05,US NHL,Buffalo Sabres @ New Jersey Devils
2463,IceHockey,22-Dec 00:05,US NHL,Winnipeg Jets @ Utah Mammoth
2464,IceHockey,22-Dec 00:05,US NHL,New York Rangers @ Nashville Predators
2465,IceHockey,22-Dec 00:05,US NHL,Buffalo Sabres @ New Jersey Devils
2466,IceHockey,22-Dec 00:05,US NHL,Toronto Maple Leafs @ Dallas Stars
2467,IceHockey,22-Dec 00:05,US NHL,Winnipeg Jets @ Utah Mammoth
2468,IceHockey,22-Dec 00:05,US NHL,Ottawa Senators @ Boston Bruins
2469,IceHockey,22-Dec 01:05,US NHL,Vegas Golden Knights @ Edmonton Oilers
2470,IceHockey,22-Dec 13:00,Kazakhstan Championship,Saryarka Karagandy v HC Beybarys
2471,IceHockey,22-Dec 14:00,Kazakhstan Championship,Gornyak Rudnyi v HC Aktobe
2472,IceHockey,22-Dec 14:00,Kazakhstan Championship,Yertis Pavlodar v Kazzinc Torpedo
2473,IceHockey,22-Dec 16:30,Latvia LHL,HK Liepaja v Kyiv Capitals
2474,IceHockey,22-Dec 16:30,Czechia 2. Liga,HC AZ Havirov 2010 v LHK Jestrabi Prostejov
2475,IceHockey,22-Dec 17:30,Czechia 2. Liga,Kadan v HC Vrchlabi
2476,IceHockey,22-Dec 18:00,Danish Metal Ligaen,Blue Fox Herning v Aalborg Pirates
2477,IceHockey,22-Dec 18:30,Austria Alps Hockey League,KHL Sisak v EK Zeller Eisbaren
2478,IceHockey,22-Dec 18:30,Austria Alps Hockey League,HC Meran/o Pircher v EC Red Bull Salzburg U20
2479,IceHockey,22-Dec 18:45,Switzerland NLA,Lausanne HC v SC Bern
2480,IceHockey,22-Dec 18:45,Switzerland NLA,HC Lugano v HC Ajoie
2481,IceHockey,22-Dec 19:00,Austria Alps Hockey League,Ritten Sport v HK Acroni Jesenice
2482,IceHockey,22-Dec 19:00,Austria Alps Hockey League,Hockey Unterland Cavaliers v EC Die Adler Stadtwerke Kitzbuhel
2483,IceHockey,22-Dec 19:15,Switzerland NLB,GDT Bellinzona v EHC Visp
2484,IceHockey,22-Dec 19:30,Austria Alps Hockey League,SG Cortina v Supermercati Migross Asiago
2485,IceHockey,22-Dec 19:30,Austria Alps Hockey League,HC Gherdeina v Vipiteno Broncos
2486,IceHockey,23-Dec 00:05,US NHL,St Louis Blues @ Tampa Bay Lightning
2487,IceHockey,23-Dec 00:35,US NHL,Vancouver Canucks @ Philadelphia Flyers
2488,IceHockey,23-Dec 03:05,US NHL,Columbus Blue Jackets @ Los Angeles Kings
2489,IceHockey,23-Dec 03:05,US NHL,Seattle Kraken @ Anaheim Ducks
2490,IceHockey,23-Dec 14:00,Kazakhstan Championship,Gornyak Rudnyi v HC Aktobe
2491,IceHockey,23-Dec 14:00,Kazakhstan Championship,Saryarka Karagandy v HC Beybarys
2492,IceHockey,23-Dec 14:00,Kazakhstan Championship,Yertis Pavlodar v Kazzinc Torpedo
2493,IceHockey,23-Dec 15:00,Czechia Extraliga,HC Energie Karlovy Vary v CEZ Ceske Budejovice
2494,IceHockey,23-Dec 16:00,Czech Republic Extraliga,HC Ocelari Trinec v HC Mountfield
2495,IceHockey,23-Dec 16:00,Latvia LHL,HK Liepaja v Kyiv Capitals
2496,IceHockey,23-Dec 16:00,Latvia LHL,HK Liepaja v Kyiv Capitals
2497,IceHockey,23-Dec 16:30,Czechia Extraliga,HC Verva Litvinov v BK Mlada Boleslav
2498,IceHockey,23-Dec 16:30,Czechia Extraliga,HC Vitkovice Ridera v Bili Tygri Liberec
2499,IceHockey,23-Dec 17:00,Czechia Extraliga,HC Sparta Prague v HC Olomouc
2500,IceHockey,23-Dec 17:00,Czechia Extraliga,Rytiri Kladno v HC Dynamo Pardubice
2501,IceHockey,23-Dec 17:00,Latvia LHL,Zemgale/JLSS v HC Panter
2502,IceHockey,23-Dec 17:00,Czechia Extraliga,HC Kometa Brno v HC Plzen 1929
2503,IceHockey,23-Dec 17:30,Czech Republic Extraliga,HC Sparta Prague v HC Olomouc
2504,IceHockey,23-Dec 17:30,Switzerland NLB,Chur v EHC Visp
2505,IceHockey,23-Dec 18:30,Germany DEL,Lowen Frankfurt v Kolner Haie
2506,IceHockey,23-Dec 18:30,Germany DEL,Augsburger Panther v Nurnberg Ice Tigers
2507,IceHockey,23-Dec 18:30,Germany DEL,ERC Ingolstadt v EHC Munchen
2508,IceHockey,23-Dec 18:30,Germany DEL,Grizzly Adams Wolfsburg v Iserlohn Roosters
2509,IceHockey,23-Dec 18:30,Germany DEL,SERC Wild Wings v Fischtown Pinguins
2510,IceHockey,23-Dec 18:30,Germany DEL,Adler Mannheim v Eisbaren Berlin
2511,IceHockey,23-Dec 18:30,Germany DEL,Straubing Tigers v Dresdner Eislowen
2512,IceHockey,23-Dec 18:30,Germany DEL 2,EC Bad Nauheim v Landshut Cannibals
2513,IceHockey,23-Dec 18:30,Germany DEL 2,Wolfe Freiburg v SC Bietigheim Steelers
2514,IceHockey,23-Dec 18:30,Germany DEL 2,Kassel Huskies v Weiden
2515,IceHockey,23-Dec 18:30,Germany DEL 2,Lausitzer Fuchse v ESV Kaufbeuren
2516,IceHockey,23-Dec 18:30,Germany DEL 2,Starbulls Rosenheim v Eispiraten Crimmitschau
2517,IceHockey,23-Dec 18:45,Switzerland NLA,HC Ambri-Piotta v HC Ajoie
2518,IceHockey,23-Dec 18:45,Switzerland NLA,ZSC Lions v EHC Biel
2519,IceHockey,23-Dec 18:45,Switzerland NLB,Basel v GCK Lions
2520,IceHockey,23-Dec 18:45,Switzerland NLA,SC Bern v Rapperswil-Jona Lakers
2521,IceHockey,23-Dec 18:45,Switzerland NLB,Hockey Thurgau v GDT Bellinzona
2522,IceHockey,23-Dec 18:45,Switzerland NLA,Geneve-Servette HC v Lausanne HC
2523,IceHockey,23-Dec 18:45,Switzerland NLA,Kloten-Flyers v HC Fribourg-Gotteron
2524,IceHockey,23-Dec 18:45,Switzerland NLA,SCL Tigers v HC Lugano
2525,IceHockey,23-Dec 18:45,Switzerland NLA,EV Zug v HC Davos
2526,IceHockey,23-Dec 18:45,Switzerland NLB,EHC Olten v EHC Winterthur
2527,IceHockey,23-Dec 18:45,Switzerland NLB,EHC Olten v EHC Winterthur
2528,IceHockey,23-Dec 19:00,Germany DEL 2,Regensburg v Dusseldorfer EG
2529,IceHockey,23-Dec 19:00,Switzerland NLB,HC Sierre v EHC Arosa
2530,IceHockey,23-Dec 19:00,France Ligue Magnus,GAP v Chamonix
2531,IceHockey,23-Dec 19:00,Germany DEL 2,Ravensburg Towerstars v Krefeld Pinguine
2532,IceHockey,23-Dec 19:15,France Ligue Magnus,Marseille v Briancon
2533,IceHockey,23-Dec 19:15,France Ligue Magnus,Grenoble v Angers
2534,IceHockey,23-Dec 19:15,France Ligue Magnus,HC Amiens v Bordeaux Boxers
2535,IceHockey,23-Dec 19:30,France Ligue Magnus,Cergy-Pontoise v Anglet Hormadi Elite
2536,IceHockey,23-Dec 19:30,Great Britain Elite League,Manchester Storm v Dundee Stars
2537,IceHockey,23-Dec 19:30,France Ligue Magnus,Nice Aigles v Rouen Dragons
2538,IceHockey,23-Dec 21:05,US NHL,Pittsburgh Penguins @ Toronto Maple Leafs
2539,IceHockey,23-Dec 23:35,US NHL,Dallas Stars @ Detroit Red Wings
2540,IceHockey,24-Dec 00:00,PWHL,Toronto Sceptres Women v Ottawa Charge Women
2541,IceHockey,24-Dec 00:05,US NHL,New York Rangers @ Washington Capitals
2542,IceHockey,24-Dec 00:05,US NHL,Montreal Canadiens @ Boston Bruins
2543,IceHockey,24-Dec 00:05,US NHL,New Jersey Devils @ New York Islanders
2544,IceHockey,24-Dec 00:05,US NHL,Florida Panthers @ Carolina Hurricanes
2545,IceHockey,24-Dec 00:05,US NHL,Buffalo Sabres @ Ottawa Senators
2546,IceHockey,24-Dec 01:05,US NHL,Nashville Predators @ Minnesota Wild
2547,IceHockey,24-Dec 02:05,US NHL,Philadelphia Flyers @ Chicago Blackhawks
2548,IceHockey,24-Dec 02:05,US NHL,Utah Mammoth @ Colorado Avalanche
2549,IceHockey,24-Dec 02:05,US NHL,Calgary Flames @ Edmonton Oilers
2550,IceHockey,24-Dec 03:00,PWHL,Seattle Torrent Women v Montreal Victoire Women
2551,IceHockey,24-Dec 03:05,US NHL,San Jose Sharks @ Vegas Golden Knights
2552,IceHockey,24-Dec 03:05,US NHL,Seattle Kraken @ Los Angeles Kings
2553,IceHockey,24-Dec 14:00,Kazakhstan Championship,Saryarka Karagandy v HC Beybarys
2554,IceHockey,26-Dec 13:00,Hungary Erste Liga,Dunaujvarosi Acelbikak v Fehervar Titanok
2555,IceHockey,26-Dec 13:00,Germany DEL,Kolner Haie v Fischtown Pinguins
2556,IceHockey,26-Dec 14:00,Finland SM-Liiga,Tappara v Pelicans
2557,IceHockey,26-Dec 14:00,Kazakhstan Championship,Yertis Pavlodar v HC Nomad
2558,IceHockey,26-Dec 14:00,Kazakhstan Championship,Yertis Pavlodar v HC Nomad
2559,IceHockey,26-Dec 14:10,Spengler Cup,HC Fribourg-Gotteron v HC Sparta Prague
2560,IceHockey,26-Dec 14:15,Sweden Hockey League,Farjestad BK v Linkopings HC
2561,IceHockey,26-Dec 14:15,Sweden Hockey League,Orebro Hockeyklubb v HV 71
2562,IceHockey,26-Dec 14:15,Sweden Hockey League,Vaxjo Lakers HC v IF Malmo Redhawks
2563,IceHockey,26-Dec 15:00,Czechia Extraliga,Bili Tygri Liberec v HC Energie Karlovy Vary
2564,IceHockey,26-Dec 15:00,Czechia Extraliga,HC Mountfield v HC Verva Litvinov
2565,IceHockey,26-Dec 15:00,Slovakia Extraliga,HKM Zvolen v HC 05 Ban Bystrica
2566,IceHockey,26-Dec 15:00,Czechia Extraliga,BK Mlada Boleslav v HC Sparta Prague
2567,IceHockey,26-Dec 15:00,Slovakia Extraliga,HC Slovan Bratislava v Dukla Trencin
2568,IceHockey,26-Dec 15:00,Slovakia Extraliga,HK Nitra v MsHK Zilina
2569,IceHockey,26-Dec 15:30,Germany DEL,Eisbaren Berlin v Grizzly Adams Wolfsburg
2570,IceHockey,26-Dec 15:30,Czechia Extraliga,HC Plzen 1929 v Rytiri Kladno
2571,IceHockey,26-Dec 15:30,Germany DEL,Adler Mannheim v ERC Ingolstadt
2572,IceHockey,26-Dec 15:30,Germany DEL,Nurnberg Ice Tigers v Straubing Tigers
2573,IceHockey,26-Dec 16:00,Czechia Extraliga,CEZ Ceske Budejovice v HC Kometa Brno
2574,IceHockey,26-Dec 16:00,Germany DEL 2,Dusseldorfer EG v Kassel Huskies
2575,IceHockey,26-Dec 16:00,Czechia Extraliga,HC Dynamo Pardubice v HC Ocelari Trinec
2576,IceHockey,26-Dec 16:00,Germany DEL 2,Krefeld Pinguine v Starbulls Rosenheim
2577,IceHockey,26-Dec 16:00,Czechia Extraliga,HC Olomouc v HC Vitkovice Ridera
2578,IceHockey,26-Dec 16:00,Germany DEL 2,SC Bietigheim Steelers v Ravensburg Towerstars
2579,IceHockey,26-Dec 16:00,Germany DEL 2,Eispiraten Crimmitschau v EC Bad Nauheim
2580,IceHockey,26-Dec 16:00,Great Britain Elite League,Sheffield Steelers v Nottingham Panthers
2581,IceHockey,26-Dec 16:00,Germany DEL 2,Landshut Cannibals v Regensburg
2582,IceHockey,26-Dec 16:00,Great Britain Elite League,Cardiff Devils v Coventry Blaze
2583,IceHockey,26-Dec 16:30,Finland SM-Liiga,HPK v Ilves
2584,IceHockey,26-Dec 16:30,Finland SM-Liiga,Lukko v Vaasan Sport
2585,IceHockey,26-Dec 16:30,Finland SM-Liiga,JYP v Oulun Karpat
2586,IceHockey,26-Dec 16:30,Finland SM-Liiga,TPS v Kiekko Espoo
2587,IceHockey,26-Dec 16:30,Finland SM-Liiga,SaiPa v KalPa
2588,IceHockey,26-Dec 16:30,Slovakia Extraliga,Spisska Nova Ves v Liptovsky Mikulas
2589,IceHockey,26-Dec 16:30,Slovakia Extraliga,Spisska Nova Ves v Liptovsky Mikulas
2590,IceHockey,26-Dec 16:30,Austria OEL,HC TWK Innsbruck v Valpusteria
2591,IceHockey,26-Dec 16:30,Slovakia Extraliga,HC Kosice v HK Dukla Michalovce
2592,IceHockey,26-Dec 16:30,Austria OEL,Moser Medical Graz 99ers v EHC Black Wings Linz
2593,IceHockey,26-Dec 16:30,Austria OEL,SAPA Fehervar AV19 v UPC Vienna Capitals
2594,IceHockey,26-Dec 16:30,Austria OEL,Klagenfurt v Villach
2595,IceHockey,26-Dec 16:30,Hungary Erste Liga,HSC Csikszereda v ASC Corona Brasov
2596,IceHockey,26-Dec 17:00,Sweden Hockey League,Djurgardens IF v Leksands IF
2597,IceHockey,26-Dec 17:00,Slovakia Extraliga,HC 21 Presov v HK SKP Poprad
2598,IceHockey,26-Dec 17:00,Sweden Hockey League,Rogle BK v Frolunda HC
2599,IceHockey,26-Dec 17:00,Hungary Erste Liga,Ujpest TE v DEAC
2600,IceHockey,26-Dec 17:00,Sweden Hockey League,Timra IK v Brynas IF
2601,IceHockey,26-Dec 17:00,Hungary Erste Liga,MAC Budapest v DVTK Jegesmedvek
2602,IceHockey,26-Dec 17:00,Great Britain Elite League,Glasgow Clan v Dundee Stars
2603,IceHockey,26-Dec 17:00,Sweden Hockey League,Lulea HF v Skelleftea AIK
2604,IceHockey,26-Dec 17:00,Austria OEL,BEMER Pioneers Vorarlberg v EC Red Bull Salzburg
2605,IceHockey,26-Dec 17:30,Great Britain Elite League,Manchester Storm v Guildford Flames
2606,IceHockey,26-Dec 17:30,Germany DEL 2,ESV Kaufbeuren v Wolfe Freiburg
2607,IceHockey,26-Dec 17:30,Germany DEL 2,Weiden v Lausitzer Fuchse
2608,IceHockey,26-Dec 18:00,Germany DEL,Iserlohn Roosters v SERC Wild Wings
2609,IceHockey,26-Dec 18:00,Germany DEL,EHC Munchen v Lowen Frankfurt
2610,IceHockey,26-Dec 18:00,Germany DEL,Dresdner Eislowen v Augsburger Panther
2611,IceHockey,26-Dec 18:45,Austria OEL,HC Bolzano v HDD Telemach Olimpija Ljubljana
2612,IceHockey,26-Dec 19:00,AHL,Belleville Senators @ Toronto Marlies
2613,IceHockey,26-Dec 19:00,Great Britain Elite League,Belfast Giants v Fife Flyers
2614,IceHockey,26-Dec 19:15,Spengler Cup,Team Canada v US Collegiate Selects
2615,IceHockey,27-Dec 00:00,US ECHL,Norfolk Admirals @ Greensboro Gargoyles
2616,IceHockey,27-Dec 00:00,US ECHL,Orlando Solar Bears @ Jacksonville Icemen
2617,IceHockey,27-Dec 00:00,US ECHL,South Carolina Stingrays @ Savannah Ghost Pirates
2618,IceHockey,27-Dec 00:00,US ECHL,Trois-Rivieres Lions @ Adirondack Thunder
2619,IceHockey,27-Dec 00:05,US ECHL,Atlanta Gladiators @ Greenville Swamp Rabbits
2620,IceHockey,27-Dec 00:05,US ECHL,Atlanta Gladiators @ Greenville Swamp Rabbits
2621,IceHockey,27-Dec 00:15,US ECHL,Worcester Railers @ Maine Mariners
2622,IceHockey,27-Dec 00:15,US ECHL,Wheeling Nailers @ Toledo Walleye
2623,IceHockey,27-Dec 00:35,US ECHL,Indy Fuel @ Fort Wayne Komets
2624,IceHockey,27-Dec 00:35,US ECHL,Kalamazoo Wings @ Cincinnati Cyclones
2625,IceHockey,27-Dec 01:00,US ECHL,Bloomington Bison @ Iowa Heartlanders
2626,IceHockey,27-Dec 01:05,US ECHL,Allen Americans @ Wichita Thunder
2627,IceHockey,27-Dec 01:05,US ECHL,Kansas City Mavericks @ Tulsa Oilers
2628,IceHockey,27-Dec 02:05,US ECHL,Tahoe Knight Monsters @ Rapid City Rush
2629,IceHockey,27-Dec 02:10,US ECHL,Idaho Steelheads @ Utah Grizzlies
2630,IceHockey,27-Dec 05:00,Asia League Ice Hockey,Nikko Ice Bucks v Tohoku Free Blades
2631,IceHockey,27-Dec 06:00,Asia League Ice Hockey,Red Eagles Hokkaido v Kobe Stars
2632,IceHockey,27-Dec 12:00,Kazakhstan Championship,Yertis Pavlodar v HC Nomad
2633,IceHockey,27-Dec 13:30,Austria OEL,Klagenfurt v Villach
2634,IceHockey,27-Dec 14:00,Czechia 1. Liga,Slavia Prague v VHK Vsetin
2635,IceHockey,27-Dec 14:00,Czechia 1. Liga,PSG Zlin v Pirati Chomutov
2636,IceHockey,27-Dec 14:00,Sweden Allsvenskan,MODO Hockey v Almtuna IS
2637,IceHockey,27-Dec 14:00,Sweden Allsvenskan,IK Oskarshamn v Vimmerby HC
2638,IceHockey,27-Dec 14:00,Sweden Allsvenskan,IF Troja/Ljungby v Nybro Vikings IF
2639,IceHockey,27-Dec 15:00,Finland SM-Liiga,Oulun Karpat v JYP
2640,IceHockey,27-Dec 15:00,Finland SM-Liiga,KalPa v SaiPa
2641,IceHockey,27-Dec 15:00,Finland SM-Liiga,Pelicans v Lukko
2642,IceHockey,27-Dec 15:00,Finland SM-Liiga,Kiekko Espoo v TPS
2643,IceHockey,27-Dec 15:00,Sweden Hockeyettan,Borlange HF v Falu IF
2644,IceHockey,27-Dec 15:00,Finland SM-Liiga,KooKoo v Tappara
2645,IceHockey,27-Dec 15:00,Finland SM-Liiga,Vaasan Sport v Ilves
2646,IceHockey,27-Dec 15:00,Finland SM-Liiga,Assat v HPK
2647,IceHockey,27-Dec 15:00,Finland Mestis,Jokerit v Kiekko-Vantaa
2648,IceHockey,27-Dec 15:00,Finland Mestis,TuTo v PYRY
2649,IceHockey,27-Dec 15:00,Finland Mestis,RoKi v Hermes
2650,IceHockey,27-Dec 15:00,Finland Mestis,Imatran Kettera v KeuPa
2651,IceHockey,27-Dec 15:00,Finland Mestis,Imatran Kettera v KeuPa
2652,IceHockey,27-Dec 15:00,Finland Mestis,JoKP v IPK
2653,IceHockey,27-Dec 15:30,Czechia 1. Liga,Dukla Jihlava v SC Kolin
2654,IceHockey,27-Dec 16:00,Czechia 1. Liga,HC Banik Sokolov v Pardubice B
2655,IceHockey,27-Dec 16:00,Czechia 1. Liga,HC Stadion Litomerice v HC RT Torax Poruba
2656,IceHockey,27-Dec 16:00,Czechia 1. Liga,SK Horacka Slavia Trebic v HC Zubr Prerov
2657,IceHockey,27-Dec 16:30,Switzerland NLB,Basel v Hockey Thurgau
2658,IceHockey,27-Dec 16:45,Switzerland NLB,EHC Visp v HC Sierre
2659,IceHockey,27-Dec 17:00,Czechia 1. Liga,HC Tabor v HC Frydek-Mistek
2660,IceHockey,27-Dec 17:00,Sweden Allsvenskan,IF Bjorkloven v Ostersund IK
2661,IceHockey,27-Dec 17:00,Sweden Allsvenskan,AIK IF Stockholm v Sodertalje SK
2662,IceHockey,27-Dec 17:00,Switzerland NLB,GDT Bellinzona v EHC Olten
2663,IceHockey,27-Dec 17:00,Sweden Allsvenskan,Mora IK v BIK Karlskoga
2664,IceHockey,27-Dec 17:00,PWHL,Ottawa Charge Women v Boston Fleet Women
2665,IceHockey,27-Dec 17:00,Sweden Allsvenskan,VIK Vasteras HK v Kalmar HC
2666,IceHockey,27-Dec 17:30,Switzerland NLB,Chur v EHC Arosa
2667,IceHockey,27-Dec 18:00,Danish Metal Ligaen,Rungsted Hockey v Rodovre Mighty Bulls
2668,IceHockey,27-Dec 18:00,Switzerland NLB,La Chaux Fonds v EHC Winterthur
2669,IceHockey,27-Dec 18:00,Great Britain Elite League,Coventry Blaze v Cardiff Devils
2670,IceHockey,27-Dec 18:00,Great Britain Elite League,Guildford Flames v Manchester Storm
2671,IceHockey,27-Dec 18:30,Danish Metal Ligaen,Esbjerg Energy v Blue Fox Herning
2672,IceHockey,27-Dec 18:30,Danish Metal Ligaen,SonderjyskE Ishockey v Odense Bulldogs
2673,IceHockey,27-Dec 18:30,Danish Metal Ligaen,Frederikshavn White Hawks v Aalborg Pirates
2674,IceHockey,27-Dec 19:00,Great Britain Elite League,Dundee Stars v Glasgow Clan
2675,IceHockey,27-Dec 19:00,PWHL,Montreal Victoire Women v Toronto Sceptres Women
2676,IceHockey,27-Dec 19:00,Great Britain Elite League,Nottingham Panthers v Sheffield Steelers
2677,IceHockey,27-Dec 20:00,US ECHL,Trois-Rivieres Lions @ Maine Mariners
2678,IceHockey,27-Dec 20:00,PWHL,Vancouver Goldeneyes Women v Minnesota Frost Women
2679,IceHockey,27-Dec 22:00,AHL,Hartford Wolf Pack @ Bridgeport Islanders
2680,IceHockey,27-Dec 22:05,AHL,Cleveland Monsters @ Rochester Americans
2681,IceHockey,27-Dec 23:00,AHL,Toronto Marlies @ Utica Comets
2682,IceHockey,27-Dec 23:00,AHL,Toronto Marlies @ Utica Comets
2683,IceHockey,27-Dec 23:05,US ECHL,Adirondack Thunder @ Worcester Railers
2684,IceHockey,27-Dec 23:05,US ECHL,Orlando Solar Bears @ South Carolina Stingrays
2685,IceHockey,27-Dec 23:05,US NHL,New York Rangers @ New York Islanders
2686,IceHockey,27-Dec 23:05,AHL,Hershey Bears @ Wilkes-Barre/Scranton Penguins
2687,IceHockey,27-Dec 23:05,AHL,Providence Bruins @ Springfield Thunderbirds
2688,IceHockey,28-Dec 00:00,Canada WHL,Moose Jaw Warriors v Brandon Wheat Kings
2689,IceHockey,28-Dec 00:00,AHL,Syracuse Crunch @ Laval Rocket
2690,IceHockey,28-Dec 00:00,US ECHL,Norfolk Admirals @ Greensboro Gargoyles
2691,IceHockey,28-Dec 00:00,AHL,Chicago Wolves @ Iowa Wild
2692,IceHockey,28-Dec 00:00,US ECHL,Reading Royals @ Florida Everblades
2693,IceHockey,28-Dec 00:00,AHL,Grand Rapids Griffins @ Milwaukee Admirals
2694,IceHockey,28-Dec 00:05,US NHL,Washington Capitals @ New Jersey Devils
2695,IceHockey,28-Dec 00:05,US ECHL,Tulsa Oilers @ Wichita Thunder
2696,IceHockey,28-Dec 00:05,US NHL,Minnesota Wild @ Winnipeg Jets
2697,IceHockey,28-Dec 00:05,US NHL,Boston Bruins @ Buffalo Sabres
2698,IceHockey,28-Dec 00:05,AHL,Charlotte Checkers @ Lehigh Valley Phantoms
2699,IceHockey,28-Dec 00:05,US NHL,Tampa Bay Lightning @ Florida Panthers
2700,IceHockey,28-Dec 00:05,US ECHL,Jacksonville Icemen @ Greenville Swamp Rabbits
2701,IceHockey,28-Dec 00:05,US NHL,Ottawa Senators @ Toronto Maple Leafs
2702,IceHockey,28-Dec 00:05,US NHL,Detroit Red Wings @ Carolina Hurricanes
2703,IceHockey,28-Dec 00:10,US ECHL,Indy Fuel @ Wheeling Nailers
2704,IceHockey,28-Dec 00:10,US ECHL,Savannah Ghost Pirates @ Atlanta Gladiators
2705,IceHockey,28-Dec 00:35,US ECHL,Kalamazoo Wings @ Cincinnati Cyclones
2706,IceHockey,28-Dec 00:35,US ECHL,Toledo Walleye @ Fort Wayne Komets
2707,IceHockey,28-Dec 01:00,Canada WHL,Red Deer Rebels v Edmonton Oil Kings
2708,IceHockey,28-Dec 01:00,Canada WHL,Saskatoon Blades v Regina Pats
2709,IceHockey,28-Dec 01:00,Canada WHL,Lethbridge Hurricanes v Medicine Hat Tigers
2710,IceHockey,28-Dec 01:00,Canada WHL,Swift Current Broncos v Prince Albert Raiders
2711,IceHockey,28-Dec 01:00,US ECHL,Iowa Heartlanders @ Bloomington Bison
2712,IceHockey,28-Dec 01:00,AHL,Texas Stars @ Rockford IceHogs
2713,IceHockey,28-Dec 01:00,AHL,Texas Stars @ Rockford IceHogs
2714,IceHockey,28-Dec 01:05,US NHL,Nashville Predators @ St Louis Blues
2715,IceHockey,28-Dec 01:05,US NHL,Chicago Blackhawks @ Dallas Stars
2716,IceHockey,28-Dec 01:10,US ECHL,Kansas City Mavericks @ Allen Americans
2717,IceHockey,28-Dec 02:00,Canada WHL,Prince George Cougars v Victoria Royals
